,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close,Morning Star,Engulfing,Three_crows,MACD
124,HK.00388,2021-03-10 00:00:00,449.31,440.11,450.31,436.31,49.013,0.00582,7375540,3294849495.0,0.9171997890440484,436.11,0,0,0,-12.249929221612206
125,HK.00388,2021-03-11 00:00:00,441.91,456.51,459.91,440.51,50.82,0.00629,7973377,3644109428.0,3.726341141987225,440.11,0,0,0,-12.63977327253889
126,HK.00388,2021-03-12 00:00:00,461.31,448.91,464.31,445.51,49.983,0.00541,6862165,3152926563.0,-1.6648047140259723,456.51,0,0,0,-13.407431451783054
127,HK.00388,2021-03-15 00:00:00,448.31,441.31,453.11,434.31,49.146,0.00505,6403885,2851908429.0,-1.6929896861286275,448.91,0,0,0,-14.462349609859984
128,HK.00388,2021-03-16 00:00:00,447.31,448.51,457.31,445.31,49.939,0.00396,5021633,2288517366.0,1.6315061974575669,441.31,0,0,0,-14.549680364936137
129,HK.00388,2021-03-17 00:00:00,447.31,449.91,453.31,441.31,50.093,0.00237,3008874,1365755875.0,0.3121446567523654,448.51,0,0,0,-14.340612661762862
130,HK.00388,2021-03-18 00:00:00,454.51,465.31,471.51,454.31,51.79,0.00659,8352973,3929507059.0,3.4229068035829333,449.91,0,0,0,-12.784897365410473
131,HK.00388,2021-03-19 00:00:00,460.31,462.31,464.91,451.31,51.46,0.00501,6347720,2939543114.0,-0.6447314693430186,465.31,0,0,0,-11.659651507978651
132,HK.00388,2021-03-22 00:00:00,455.11,451.51,461.11,451.31,50.269,0.00395,5002905,2298561730.0,-2.3360948281456193,462.31,0,0,0,-11.506713568304463
133,HK.00388,2021-03-23 00:00:00,454.11,444.31,458.51,441.91,49.476,0.00493,6247829,2817874011.0,-1.5946490664658566,451.51,0,0,0,-11.83011873159893
134,HK.00388,2021-03-24 00:00:00,442.11,431.11,444.51,429.51,48.022,0.00627,7947715,3479809523.0,-2.970898696855796,444.31,0,0,0,-13.00167413040117
135,HK.00388,2021-03-25 00:00:00,427.51,444.91,451.91,416.31,49.542,0.00772,9788749,4354452270.0,3.2010391779360283,431.11,0,100,0,-12.670537486951048
136,HK.00388,2021-03-26 00:00:00,450.31,458.51,463.31,448.51,51.041,0.00605,7664306,3547418584.0,3.056798004090707,444.91,0,0,0,-11.181806071291248
137,HK.00388,2021-03-29 00:00:00,464.11,462.11,465.91,455.71,51.438,0.00468,5927791,2769516858.0,0.7851519050838635,458.51,0,0,0,-9.60081358242627
138,HK.00388,2021-03-30 00:00:00,464.51,458.91,464.71,456.11,51.085,0.00268,3397691,1583471403.0,-0.6924758174460601,462.11,0,0,0,-8.50800392781781
139,HK.00388,2021-03-31 00:00:00,462.51,452.71,469.11,450.31,50.402,0.00396,5022933,2321421946.0,-1.3510274345732378,458.91,0,0,0,-8.049443612351695
140,HK.00388,2021-04-01 00:00:00,455.71,463.91,466.11,443.71,51.636,0.00627,7945089,3663308194.0,2.473989971504947,452.71,0,0,0,-6.70499386533578
141,HK.00388,2021-04-07 00:00:00,462.51,452.71,463.91,450.71,50.402,0.00446,5655011,2599727051.0,-2.414261386906953,463.91,0,0,0,-6.468687153396445
142,HK.00388,2021-04-08 00:00:00,450.71,459.51,463.91,450.71,51.151,0.00228,2896533,1345619696.0,1.5020653398422856,452.71,0,0,0,-5.667379192151657
143,HK.00388,2021-04-09 00:00:00,469.71,458.11,469.71,456.71,50.997,0.00306,3878615,1816046642.0,-0.3046723683924131,459.51,0,0,0,-5.086669203231679
144,HK.00388,2021-04-12 00:00:00,459.91,451.91,460.31,449.71,50.314,0.00192,2430976,1112732126.0,-1.3533867411756975,458.11,0,0,0,-5.068316144069513
145,HK.00388,2021-04-13 00:00:00,451.51,449.31,458.11,448.51,50.027,0.00174,2205737,1007278642.0,-0.5753357969507253,451.91,0,0,0,-5.203585785534301
146,HK.00388,2021-04-14 00:00:00,455.31,456.71,460.31,452.71,50.842,0.00243,3084799,1424995253.0,1.646969798134913,449.31,0,0,0,-4.6599527606359175
147,HK.00388,2021-04-15 00:00:00,458.51,458.71,460.31,453.31,51.063,0.00175,2215430,1023892561.0,0.4379146504346303,456.71,0,0,0,-4.02138041622112
148,HK.00388,2021-04-16 00:00:00,459.31,462.31,466.71,458.71,51.46,0.00244,3087729,1443493200.0,0.784809574676816,458.71,0,0,0,-3.1880672641443084
149,HK.00388,2021-04-19 00:00:00,465.31,474.91,480.11,460.71,52.848,0.00473,6001039,2875857752.0,2.725443966169891,462.31,0,0,0,-1.4937271334385969
150,HK.00388,2021-04-20 00:00:00,476.11,482.11,483.31,468.51,53.641,0.00354,4486544,2168969681.0,1.516076730327849,474.91,0,0,0,0.425128833734675
151,HK.00388,2021-04-21 00:00:00,475.91,474.91,479.31,471.31,52.848,0.00314,3977736,1912118639.0,-1.493435108170332,482.11,0,0,0,1.3493022685999563
152,HK.00388,2021-04-22 00:00:00,475.31,474.11,479.91,474.11,52.76,0.003,3803016,1832058926.0,-0.16845297003643034,474.91,0,0,0,1.994175446701263
153,HK.00388,2021-04-23 00:00:00,473.31,480.11,482.71,472.51,53.421,0.00227,2881423,1393106815.0,1.2655290966231465,474.11,0,100,0,2.9553247976729153
154,HK.00388,2021-04-26 00:00:00,483.31,486.71,493.31,479.51,54.148,0.00387,4911101,2422537921.0,1.374684968028153,480.11,0,0,0,4.201178849885196
155,HK.00388,2021-04-27 00:00:00,487.91,485.31,490.11,483.91,53.994,0.00281,3561380,1751281847.0,-0.28764562059542176,486.71,0,0,0,5.017717735807821
156,HK.00388,2021-04-28 00:00:00,484.31,484.11,491.51,481.31,53.862,0.00338,4288924,2109425358.0,-0.24726463497558027,485.31,0,0,0,5.504547714968737
157,HK.00388,2021-04-29 00:00:00,485.31,475.31,488.31,472.51,52.892,0.00346,4385722,2112161649.0,-1.8177686889343354,484.11,0,0,0,5.12124302382739
158,HK.00388,2021-04-30 00:00:00,471.51,465.31,474.31,463.51,51.79,0.0033,4189807,1977423319.0,-2.1038900927815534,475.31,0,0,0,3.964850539043425
159,HK.00388,2021-05-03 00:00:00,465.31,460.31,465.31,458.51,51.239,0.00177,2243059,1043658639.0,-1.074552448905031,465.31,0,0,0,2.614801150234939
160,HK.00388,2021-05-04 00:00:00,460.51,465.71,467.51,460.51,51.834,0.00109,1383311,650237208.0,1.1731224609502242,460.31,0,0,0,1.9580410746700636
161,HK.00388,2021-05-05 00:00:00,464.91,464.11,467.31,460.51,51.658,0.00109,1378951,646530046.0,-0.34356144381696035,465.71,0,0,0,1.2935362738751337
162,HK.00388,2021-05-06 00:00:00,467.11,462.31,469.51,459.71,51.46,0.00244,3099136,1452880966.0,-0.3878390898709382,464.11,0,0,0,0.6145819567408921
163,HK.00388,2021-05-07 00:00:00,465.31,449.71,468.11,447.31,50.071,0.00439,5561936,2550393225.0,-2.725443966169891,462.31,0,0,0,-0.9294942969310682
164,HK.00388,2021-05-10 00:00:00,453.91,451.31,457.31,448.71,50.247,0.00231,2926135,1335420646.0,0.35578483911854814,449.71,0,0,0,-2.001012794287419
165,HK.00388,2021-05-11 00:00:00,446.31,439.51,446.31,436.31,48.947,0.00442,5607962,2488694330.0,-2.6146107996720684,451.31,0,0,0,-3.759028565215715
166,HK.00388,2021-05-12 00:00:00,440.71,442.51,443.31,436.31,49.278,0.00335,4249350,1890428154.0,0.6825783258628928,439.51,0,0,0,-4.854237177023208
167,HK.00388,2021-05-13 00:00:00,438.11,435.51,439.71,435.31,48.506,0.00472,5986341,2632247181.0,-1.5818851551377369,442.51,0,0,0,-6.21539221844472
168,HK.00388,2021-05-14 00:00:00,439.31,437.51,443.51,435.31,48.727,0.00269,3405703,1509835771.0,0.45923170535693786,435.51,0,0,0,-7.051449390858238
169,HK.00388,2021-05-17 00:00:00,436.31,440.31,443.31,436.11,49.035,0.00386,4898808,2179101415.0,0.6399853717629338,437.51,0,100,0,-7.4027597180670455
170,HK.00388,2021-05-18 00:00:00,444.51,449.51,456.31,443.31,50.049,0.00303,3839817,1748430382.0,2.089436987576932,440.31,0,0,0,-6.859737783907917
171,HK.00388,2021-05-20 00:00:00,450.11,452.91,456.31,446.31,50.424,0.00286,3629375,1661440724.0,0.7563791684278512,449.51,0,0,0,-6.084894527413951
172,HK.00388,2021-05-21 00:00:00,455.11,448.91,455.11,447.31,49.983,0.00168,2124916,965144612.0,-0.8831776732684198,452.91,0,-100,0,-5.727568391671809
173,HK.00388,2021-05-24 00:00:00,453.11,445.71,453.11,442.31,49.63,0.00156,1978023,889386471.0,-0.7128377625804828,448.91,0,0,0,-5.637611238122531
174,HK.00388,2021-05-25 00:00:00,445.71,469.91,473.31,445.51,52.297,0.00699,8859520,4143136120.0,5.429539386596677,445.71,0,0,0,-3.572401374366052
175,HK.00388,2021-05-26 00:00:00,477.31,478.11,485.31,473.91,53.201,0.00507,6430186,3108503681.0,1.7450150028728881,469.91,0,0,0,-1.2595172774130674
176,HK.00388,2021-05-27 00:00:00,477.11,478.31,478.91,471.31,53.223,0.00318,4026338,1939488156.0,0.04183137771642271,478.11,0,0,0,0.5828792917371288
177,HK.00388,2021-05-28 00:00:00,480.91,472.71,480.91,472.11,52.606,0.00233,2947739,1415815452.0,-1.1707888189667837,478.31,0,-100,0,1.5729862414503941
178,HK.00388,2021-05-31 00:00:00,477.91,481.11,483.11,474.51,53.531,0.00248,3142675,1519788195.0,1.7769880053309712,472.71,0,0,0,3.000870760553937
179,HK.00388,2021-06-01 00:00:00,482.31,483.11,485.31,480.31,53.752,0.002,2536293,1237181281.0,0.41570534804930265,481.11,0,0,0,4.24492990503046
180,HK.00388,2021-06-02 00:00:00,485.31,479.71,490.31,476.71,53.377,0.00261,3305667,1615758112.0,-0.7037734677402733,483.11,0,-100,0,4.900019777141381
181,HK.00388,2021-06-03 00:00:00,483.11,471.11,483.11,466.71,52.429,0.00276,3502109,1674945983.0,-1.7927497863292334,479.71,0,0,0,4.67138626067964
182,HK.00388,2021-06-04 00:00:00,467.51,473.71,473.91,459.51,52.716,0.00302,3824369,1811310756.0,0.5518880940756863,471.11,0,0,0,4.6464296735865105
183,HK.00388,2021-06-07 00:00:00,472.91,466.71,474.91,464.11,51.944,0.00268,3394423,1603163087.0,-1.4776973253678412,473.71,0,0,0,4.015521468045279
184,HK.00388,2021-06-08 00:00:00,467.71,465.31,471.31,460.31,51.79,0.00195,2474584,1160925941.0,-0.29997214544363254,466.71,0,0,0,3.363778327315913
185,HK.00388,2021-06-09 00:00:00,469.31,461.71,469.31,460.31,51.393,0.00142,1804367,842142337.0,-0.7736777632116273,465.31,0,0,0,2.527640216176735
186,HK.00388,2021-06-10 00:00:00,462.51,462.31,468.11,461.31,51.46,0.0015,1899071,890065666.0,0.1299517012843609,461.71,0,0,0,1.8916044856127314
187,HK.00388,2021-06-11 00:00:00,467.31,463.51,468.71,461.31,51.592,0.00191,2424925,1136886548.0,0.25956609201617714,462.31,0,0,0,1.467455642742209
188,HK.00388,2021-06-15 00:00:00,466.11,459.71,471.31,458.11,51.173,0.00252,3191469,1490907490.0,-0.8198312873508686,463.51,0,0,0,0.8152882514021371
189,HK.00388,2021-06-16 00:00:00,461.31,458.91,465.91,457.31,51.085,0.00262,3326923,1547908144.0,-0.17402275347500698,459.71,0,0,0,0.23122219549293277
190,HK.00388,2021-06-17 00:00:00,454.31,457.91,459.11,452.71,50.975,0.0022,2788852,1285578533.0,-0.2179076507376174,458.91,0,0,0,-0.3087865058091097
191,HK.00388,2021-06-18 00:00:00,461.71,465.11,467.91,459.11,51.768,0.00294,3723390,1749627161.0,1.5723613810574104,457.91,0,0,0,-0.15399233724730266
192,HK.00388,2021-06-21 00:00:00,458.31,455.31,461.31,453.31,50.688,0.00272,3448030,1588259204.0,-2.1070284448840084,465.11,0,0,0,-0.8127263380920908
193,HK.00388,2021-06-22 00:00:00,459.91,447.11,459.91,445.31,49.785,0.00384,4870334,2219008323.0,-1.800970767169618,455.31,0,0,0,-1.9736976910263593
194,HK.00388,2021-06-23 00:00:00,450.51,454.51,456.91,449.31,50.6,0.00202,2560520,1173183365.0,1.6550736955111667,447.11,0,0,0,-2.2704849596668737
195,HK.00388,2021-06-24 00:00:00,454.91,454.91,457.71,451.71,50.644,0.00153,1934823,888026567.0,0.08800686453544128,454.51,0,0,0,-2.4452272931069956
196,HK.00388,2021-06-25 00:00:00,457.31,468.91,472.71,456.31,52.187,0.00443,5614706,2651993891.0,3.077531819480776,454.91,0,0,0,-1.437458724798148
197,HK.00388,2021-06-28 00:00:00,469.71,469.11,471.91,466.31,52.209,0.00157,1985816,941617107.0,0.04265210808043945,468.91,0,0,0,-0.6155607442166229
198,HK.00388,2021-06-29 00:00:00,474.31,463.91,474.31,462.31,51.636,0.00266,3375888,1596170514.0,-1.1084820191426294,469.11,0,0,0,-0.37942345750218465
199,HK.00388,2021-06-30 00:00:00,462.71,458.11,465.31,456.31,50.997,0.00186,2364401,1097252755.0,-1.250242503933955,463.91,0,0,0,-0.6527697604181526
200,HK.00388,2021-07-02 00:00:00,457.51,451.11,459.11,449.71,50.225,0.00459,5813291,2653111873.0,-1.5280172884241776,458.11,0,0,0,-1.417895556031283
201,HK.00388,2021-07-05 00:00:00,451.11,450.91,457.31,449.31,50.203,0.0034,4304578,1964778100.0,-0.0443350845691713,451.11,0,0,0,-2.0171491502463823
202,HK.00388,2021-07-06 00:00:00,451.31,461.51,463.11,451.11,51.371,0.00347,4394712,2037699710.0,2.3508017120933147,450.91,0,0,0,-1.6180783291870284
203,HK.00388,2021-07-07 00:00:00,472.31,486.31,490.31,461.11,54.104,0.01524,19324146,9407049771.0,5.373664709323744,461.51,0,0,0,0.6913712124314202
204,HK.00388,2021-07-08 00:00:00,490.31,485.31,505.31,477.31,53.994,0.01156,14650691,7283471610.0,-0.20563015360572476,486.31,0,0,0,2.413118047460898
205,HK.00388,2021-07-09 00:00:00,492.11,485.31,492.11,475.31,53.994,0.00634,8041791,3947454089.0,0.0,485.31,0,0,0,3.7345650772138015
206,HK.00388,2021-07-12 00:00:00,498.31,498.31,503.31,493.31,55.426,0.00821,10410165,5236372283.0,2.678700212235478,485.31,0,0,0,5.76436471502916
207,HK.00388,2021-07-13 00:00:00,505.31,501.31,506.81,498.31,55.757,0.00649,8223237,4169791875.0,0.602034877887259,498.31,0,0,0,7.528289049898376
208,HK.00388,2021-07-14 00:00:00,502.81,502.31,505.31,498.81,55.867,0.00388,4914221,2491031664.0,0.19947736929245377,501.31,0,0,0,8.904260662118986
209,HK.00388,2021-07-15 00:00:00,504.31,500.31,506.81,497.31,55.647,0.0041,5192102,2628176089.0,-0.39816049849694407,502.31,0,0,0,9.721283883521266
210,HK.00388,2021-07-16 00:00:00,499.31,519.31,526.31,491.31,57.741,0.01333,16894102,8830981304.0,3.7976454598149036,500.31,0,100,0,11.766287445776356
211,HK.00388,2021-07-19 00:00:00,519.31,517.31,523.31,513.31,57.52,0.00515,6526306,3411137772.0,-0.38512641774662537,519.31,0,0,0,13.074865308559993
212,HK.00388,2021-07-20 00:00:00,515.31,516.31,525.31,513.81,57.41,0.00327,4146530,2169791125.0,-0.19330768784674568,517.31,0,0,0,13.871330981013728
213,HK.00388,2021-07-21 00:00:00,521.81,530.31,530.31,514.31,58.953,0.00599,7588063,4017253201.0,2.7115492630396467,516.31,0,0,0,15.454073818622646
214,HK.00388,2021-07-22 00:00:00,534.31,535.31,539.31,527.31,59.504,0.00518,6565914,3536413000.0,0.9428447511832703,530.31,0,0,0,16.916860100867495
215,HK.00388,2021-07-23 00:00:00,535.31,516.31,535.31,509.31,57.41,0.00561,7116870,3723826997.0,-3.549345239207189,535.31,0,0,0,16.354463483243194
216,HK.00388,2021-07-26 00:00:00,506.31,495.31,512.81,493.91,55.096,0.00976,12369435,6225418198.0,-4.067323894559459,516.31,0,0,0,14.052250025181479
217,HK.00388,2021-07-27 00:00:00,491.31,462.51,496.31,457.31,51.482,0.01349,17102762,8141796925.0,-6.622115442853972,495.31,0,0,0,9.47185771444731
218,HK.00388,2021-07-28 00:00:00,467.31,467.91,475.31,446.31,52.077,0.01032,13086182,6062161305.0,1.167542323409231,462.51,0,0,0,6.2060590924824055
219,HK.00388,2021-07-29 00:00:00,486.91,495.31,495.31,479.11,55.096,0.01068,13546806,6674229576.0,5.855826975273017,467.91,0,0,0,5.76241562407705
220,HK.00388,2021-07-30 00:00:00,488.91,491.31,491.71,479.91,54.655,0.00409,5184756,2548585884.0,-0.8075750540065818,495.31,0,0,0,5.030074836875372
221,HK.00388,2021-08-02 00:00:00,505.81,512.81,513.81,495.81,57.024,0.00587,7435985,3811467521.0,4.376055850684892,491.31,0,0,0,6.11408048978717
222,HK.00388,2021-08-03 00:00:00,516.81,513.31,520.31,501.31,57.079,0.00371,4700768,2429924866.0,0.09750199879097524,512.81,0,0,0,6.933582576942683
223,HK.00388,2021-08-04 00:00:00,513.31,513.31,522.81,510.31,57.079,0.00228,2892462,1506016513.0,0.0,513.31,0,0,0,7.4966274306748915
224,HK.00388,2021-08-05 00:00:00,515.81,517.31,522.31,511.81,57.52,0.00248,3150137,1647526076.0,0.779256199957141,513.31,0,0,0,8.17141610604142
225,HK.00388,2021-08-06 00:00:00,520.81,524.81,526.31,516.31,58.347,0.00299,3791910,2004546713.0,1.4498076588505926,517.31,0,0,0,9.2052657393794
226,HK.00388,2021-08-09 00:00:00,522.81,516.31,526.81,512.31,57.41,0.00268,3398186,1779499456.0,-1.6196337722223282,524.81,0,0,0,9.23229589952308
227,HK.00388,2021-08-10 00:00:00,516.31,510.81,517.81,503.81,56.804,0.00436,5532717,2845290135.0,-1.065251496194136,516.31,0,0,0,8.709515587390342
228,HK.00388,2021-08-11 00:00:00,508.31,512.81,516.81,506.81,57.024,0.00349,4426918,2290011110.0,0.39153501301852806,510.81,0,0,0,8.360220293412965
229,HK.00388,2021-08-12 00:00:00,507.31,494.51,508.81,488.31,55.008,0.00661,8385251,4184877322.0,-3.5685731557496845,512.81,0,0,0,6.531453663733714
230,HK.00388,2021-08-13 00:00:00,490.31,496.31,496.81,489.51,55.206,0.00245,3110132,1549335667.0,0.3639966835857741,494.51,0,0,0,5.16781651895667
231,HK.00388,2021-08-16 00:00:00,492.11,484.51,493.11,480.71,53.906,0.00397,5039242,2468463292.0,-2.3775462916322483,496.31,0,0,0,3.0992368013227747
232,HK.00388,2021-08-17 00:00:00,480.91,470.11,483.91,463.51,52.319,0.0066,8366384,3976795264.0,-2.9720748797754384,484.51,0,0,0,0.294517799742664
233,HK.00388,2021-08-18 00:00:00,470.71,477.71,484.51,470.71,53.157,0.00275,3484711,1683557269.0,1.6166429133606954,470.11,0,0,0,-1.3000001393841671
234,HK.00388,2021-08-19 00:00:00,476.11,467.91,479.31,465.31,52.077,0.00401,5078934,2402313592.0,-2.0514538108894422,477.71,0,0,0,-3.3162178963708584
235,HK.00388,2021-08-20 00:00:00,465.31,458.51,466.71,449.51,51.041,0.00748,9480683,4378744913.0,-2.0089333418819932,467.91,0,0,0,-5.6079415761026326
236,HK.00388,2021-08-23 00:00:00,479.71,484.71,489.91,477.31,53.928,0.00788,9995056,4890437391.0,5.714161086999191,458.51,0,0,0,-5.249514925452559
237,HK.00388,2021-08-24 00:00:00,490.0,490.2,492.0,485.4,54.016,0.00329,4171514,2046024678.0,1.1326360091601182,484.71,0,0,0,-4.470924074653169
238,HK.00388,2021-08-25 00:00:00,495.0,491.0,499.8,489.6,54.104,0.00306,3876050,1915601823.0,0.16319869441044704,490.2,0,0,0,-3.746148632292943
239,HK.00388,2021-08-26 00:00:00,487.6,486.8,489.8,483.8,53.641,0.00168,2133308,1037654633.0,-0.8553971486761687,491.0,0,0,0,-3.470656207283753
240,HK.00388,2021-08-27 00:00:00,481.8,485.8,488.8,479.0,53.531,0.00155,1969136,955626418.0,-0.2054231717337716,486.8,0,0,0,-3.2950350058402478
241,HK.00388,2021-08-30 00:00:00,485.8,491.6,494.6,483.0,54.17,0.00169,2144080,1051380544.0,1.1939069575957206,485.8,0,0,0,-2.6572117282894396
242,HK.00388,2021-08-31 00:00:00,489.6,490.8,494.6,481.0,54.082,0.00274,3470278,1697720713.0,-0.16273393002441242,491.6,0,0,0,-2.1910286848717533
243,HK.00388,2021-09-01 00:00:00,488.2,494.2,499.0,486.6,54.457,0.0026,3297597,1629158284.0,0.6927465362673141,490.8,0,0,0,-1.5295915006000769
244,HK.00388,2021-09-02 00:00:00,501.0,498.4,514.0,495.4,54.92,0.00402,5097781,2568865627.0,0.8498583569405076,494.2,0,0,0,-0.6588975072180006
245,HK.00388,2021-09-03 00:00:00,495.0,487.6,495.0,482.6,53.73,0.00579,7340349,3572784155.0,-2.1669341894060903,498.4,0,0,0,-0.8307595066227123
